country,happiness_score,economy_gdp_per_capita,family,health_life_expectancy,freedom,trust_government_corruption,generosity,year,region
Mexico,6.677999973297119,1.5207414627075195,1.2411946058273315,0.5444703102111816,0.7221110463142395,0.12664742767810822,0.08588467538356781,2024,Latin America and Caribbean
Uruguay,6.611499786376953,1.5955692529678345,1.4314388036727905,0.5915745496749878,0.7751896381378174,0.22047239542007446,0.10605079680681229,2024,Latin America and Caribbean
France,6.609000205993652,1.818342924118042,1.3481022119522095,0.727346658706665,0.6498203873634338,0.28087812662124634,0.11227957904338837,2024,Western Europe
Saudi Arabia,6.593500137329102,1.8423970937728882,1.3606481552124023,0.5112393498420715,0.7871184349060059,0.18797534704208374,0.11389053612947464,2024,Middle East and North Africa
Kosovo,6.560999870300293,1.3642358779907227,1.2768206596374512,0.5991464257240295,0.7393392324447632,0.07263582199811935,0.2538259029388428,2024,Central and Eastern Europe
Singapore,6.522799968719482,2.118098497390747,1.3612234592437744,0.768915593624115,0.7429482936859131,0.5751092433929443,0.1682988554239273,2024,Southeast Asia
Taiwan Province of China,6.503499984741211,1.8415800333023071,1.3458658456802368,0.6497621536254883,0.6490362286567688,0.20234744250774384,0.06830934435129166,2024,East Asia
Romania,6.491199970245361,1.6990300416946411,1.235722541809082,0.5825824737548828,0.7165672779083252,0.00631705904379487,0.04071105271577835,2024,Central and Eastern Europe
El Salvador,6.468699932098389,1.2650809288024902,1.07977294921875,0.5487348437309265,0.8160305023193359,0.25271326303482056,0.08252312242984772,2024,Latin America and Caribbean
Estonia,6.447700023651123,1.751847267150879,1.5270930528640747,0.6573477983474731,0.8053753972053528,0.4014934003353119,0.166459858417511,2024,Central and Eastern Europe
Poland,6.441500186920166,1.737703800201416,1.417370080947876,0.6393550038337708,0.6000397205352783,0.17530547082424164,0.08053424209356308,2024,Central and Eastern Europe
Spain,6.420899868011475,1.7661887407302856,1.4706276655197144,0.7294251322746277,0.6189807653427124,0.17715202271938324,0.1188289225101471,2024,Western Europe
Serbia,6.410799980163574,1.5378245115280151,1.3914881944656372,0.5853429436683655,0.663226842880249,0.10063029080629349,0.20013310015201569,2024,Central and Eastern Europe
Chile,6.360300064086914,1.6164460182189941,1.368983507156372,0.6733104586601257,0.6508315801620483,0.07547600567340851,0.11698983609676361,2024,Latin America and Caribbean
Panama,6.3582000732421875,1.7017160654067993,1.3919932842254639,0.6331538558006287,0.7199233770370483,0.042526066303253174,0.06269905716180801,2024,Latin America and Caribbean
Malta,6.345799922943115,1.8269320726394653,1.4435973167419434,0.7065659761428833,0.727013111114502,0.12470190227031708,0.2500358819961548,2024,Western Europe
Italy,6.323500156402588,1.8001515865325928,1.328234076499939,0.719723641872406,0.5129874348640442,0.07356130331754684,0.1121148094534874,2024,Western Europe
Guatemala,6.2870001792907715,1.2595252990722656,1.1688857078552246,0.4669117331504822,0.735303521156311,0.07777146995067596,0.10533516108989716,2024,Latin America and Caribbean
Nicaragua,6.283899784088135,1.0972721576690674,1.263219952583313,0.5424009561538696,0.7934064865112305,0.25100430846214294,0.13309508562088013,2024,Latin America and Caribbean
Brazil,6.271999835968018,1.4295258522033691,1.26877760887146,0.547910213470459,0.6852237582206726,0.14245125651359558,0.1300390213727951,2024,Latin America and Caribbean
Slovakia,6.2571001052856445,1.705541968345642,1.5402960777282715,0.6379642486572266,0.5664194822311401,0.05791674926877022,0.09604979306459427,2024,Central and Eastern Europe
Latvia,6.234499931335449,1.7002942562103271,1.5084776878356934,0.5638401508331299,0.6662898063659668,0.07843801379203796,0.12718558311462402,2024,Central and Eastern Europe
Uzbekistan,6.195000171661377,1.2116951942443848,1.394471526145935,0.5389211177825928,0.8349536061286926,0.21466396749019623,0.25148025155067444,2024,Commonwealth of Independent States
Argentina,6.1880998611450195,1.561747431755066,1.3813045024871826,0.5846506357192993,0.6807437539100647,0.08045727014541626,0.08746586740016937,2024,Latin America and Caribbean
Kazakhstan,6.1875,1.6224950551986694,1.456644892692566,0.5555809736251831,0.732583224773407,0.11975425481796265,0.14906246960163116,2024,Commonwealth of Independent States
Cyprus,6.0680999755859375,1.7937989234924316,1.2169917821884155,0.7439913153648376,0.5287899374961853,0.04917532578110695,0.1244955062866211,2024,Western Europe
Japan,6.059800148010254,1.7857211828231812,1.3543787002563477,0.7848377227783203,0.6315183639526367,0.21942955255508423,0.02275734767317772,2024,East Asia
South Korea,6.0578999519348145,1.8149861097335815,1.1780478954315186,0.7696324586868286,0.5546760559082031,0.15793220698833466,0.1263149529695511,2024,East Asia
Philippines,6.047599792480469,1.2319400310516357,1.1459598541259766,0.4412550628185272,0.8262783288955688,0.13602666556835175,0.09868849068880081,2024,Southeast Asia
Vietnam,6.043000221252441,1.330500602722168,1.2670079469680786,0.5389198660850525,0.8425632119178772,0.15998345613479614,0.09366714954376221,2024,Southeast Asia
Portugal,6.029600143432617,1.7275601625442505,1.3677244186401367,0.6989501118659973,0.7566717863082886,0.03534143790602684,0.046655792742967606,2024,Western Europe
Hungary,6.016900062561035,1.7220711708068848,1.5282142162322998,0.5957420468330383,0.5809268355369568,0.06710804253816605,0.12265346199274063,2024,Central and Eastern Europe
Paraguay,5.976500034332275,1.3981411457061768,1.4080097675323486,0.5486299991607666,0.7875767946243286,0.06529510021209717,0.13141517341136932,2024,Latin America and Caribbean
Thailand,5.976099967956543,1.4842075109481812,1.3467154502868652,0.619977593421936,0.7556785941123962,0.02417569048702717,0.2826140224933624,2024,Southeast Asia
Malaysia,5.975200176239014,1.6458711624145508,1.1434816122055054,0.5396227240562439,0.8285432457923889,0.11904513835906982,0.22596591711044312,2024,Southeast Asia
China,5.972700119018555,1.496848225593567,1.238689661026001,0.6289081573486328,0.7044063210487366,0.16350486874580383,0.13181647658348083,2024,East Asia
Honduras,5.968400001525879,1.0906941890716553,1.0354576110839844,0.5022424459457397,0.7198793292045593,0.080780990421772,0.17533321678638458,2024,Latin America and Caribbean
Bahrain,5.959099769592285,NA,NA,NA,NA,NA,NA,2024,Middle East and North Africa
Croatia,5.942299842834473,1.7100956439971924,1.4447548389434814,0.6366000771522522,0.46918749809265137,0.042858440428972244,0.0643128976225853,2024,Central and Eastern Europe
Greece,5.933599948883057,1.6839154958724976,1.2760926485061646,0.6961753368377686,0.33715590834617615,0.09257389605045319,0.018166067078709602,2024,Western Europe
Bosnia and Herzegovina,5.876999855041504,1.4647413492202759,1.3181260824203491,0.5874243378639221,0.6206379532814026,0,0.2463771551847458,2024,Central and Eastern Europe
Libya,5.866300106048584,1.5256569385528564,1.0999952554702759,0.549694836139679,0.5917096734046936,0.20356906950473785,0.11109723150730133,2024,Middle East and North Africa
Jamaica,5.841700077056885,1.2801949977874756,1.3238065242767334,0.5666369199752808,0.6469182372093201,0.028065191581845284,0.089241161942482,2024,Latin America and Caribbean
Peru,5.84089994430542,1.3706018924713135,1.1799687147140503,0.6615437865257263,0.6148437261581421,0.02873055450618267,0.07817625999450684,2024,Latin America and Caribbean
Dominican Republic,5.822800159454346,1.5166972875595093,1.2715129852294922,0.51123809814453125,0.7298943996429443,0.19556351006031036,0.08634815365076065,2024,Latin America and Caribbean
Mauritius,5.816400051116943,1.5704201459884644,1.3577836751937866,0.48974645137786865,0.6407958269119263,0.11776747554540634,0.12277533859014511,2024,Sub-Saharan Africa
Moldova,5.815899848937988,1.3853644132614136,1.277184009552002,0.541657030582428,0.6948560476303101,0.044482506811618805,0.0773678869009018,2024,Commonwealth of Independent States
Russia,5.785299777984619,1.6421922445297241,1.3511909246444702,0.5313519835472107,0.5514534115791321,0.12052719295024872,0.13781295716762543,2024,Commonwealth of Independent States
Bolivia,5.784299850463867,1.2170525789260864,1.1794114112854004,0.48760786652565,0.7194611430168152,0.06081860885024071,0.0995684266090393,2024,Latin America and Caribbean
Ecuador,5.7245001792907715,1.3154677152633667,1.150650143623352,0.6400609016418457,0.6060811281204224,0.07832969725131989,0.08740335702896118,2024,Latin America and Caribbean
Kyrgyzstan,5.713500022888184,1.0542736053466797,1.4769147634506226,0.5880981087684631,0.8342744708061218,0.02985326200723648,0.22521208226680756,2024,Commonwealth of Independent States
Montenegro,5.706999778747559,1.5705214738845825,1.3179855346679688,0.5874248147010803,0.6317283511161804,0.13215145468711853,0.11043538898229599,2024,Central and Eastern Europe
Mongolia,5.696199893951416,1.3527040481567383,1.5106477737426758,0.4003860354423523,0.5008006691932678,0.05526994168758392,0.23676706850528717,2024,East Asia
Colombia,5.695099830627441,1.4369055032730103,1.2406914234161377,0.6476790308952332,0.6439193487167358,0.05860790237784386,0.07159985601902008,2024,Latin America and Caribbean
Venezuela,5.6066999435424805,0,1.3213502168655396,0.4911383092403412,0.5179128646850586,0.08616189658641815,0.1922653317451477,2024,Latin America and Caribbean
Indonesia,5.568299770355225,1.361494541168213,1.1842628717422485,0.4716709554195404,0.7794453501701355,0.054712675511837006,0.3992150127887726,2024,Southeast Asia
Bulgaria,5.462699890136719,1.6293822526931763,1.4687789678573608,0.5666208863258362,0.620396077632904,0.006150565575808287,0.08329027146100998,2024,Central and Eastern Europe
Armenia,5.454899787902832,1.443588376045227,1.154439926147461,0.60340416431427,0.6502339839935303,0.17305009067058563,0.051427390426397324,2024,Commonwealth of Independent States
South Africa,5.421999931335449,1.389106035232544,1.3692620992660522,0.32189443707466125,0.5365901589393616,0.03398063778877258,0.07843785732984543,2024,Sub-Saharan Africa
North Macedonia,5.369100093841553,1.4753087759017944,1.2765878438949585,0.5693777203559875,0.5797271132469177,0.014632130973041058,0.19378146529197693,2024,Central and Eastern Europe
Algeria,5.363500118255615,1.323540449142456,1.1906074285507202,0.5679004788398743,0.24701155722141266,0.19999629259109497,0.09126922488212585,2024,Middle East and North Africa
Hong Kong S.A.R. of China,5.316400051116943,1.9087110757827759,1.1844797134399414,0.8573154211044312,0.4847096800804138,0.4016142189502716,0.1467726230621338,2024,East Asia
Albania,5.304200172424316,1.4378888607025146,0.9235725998878479,0.637987494468689,0.6897297501564026,0.048980724066495895,0.13788948953151703,2024,Central and Eastern Europe
Tajikistan,5.280700206756592,NA,NA,NA,NA,NA,NA,2024,Commonwealth of Independent States
Congo (Brazzaville),5.221499919891357,0.8923410177230835,0.6218869686126709,0.30558526515960693,0.522735059261322,0.13767823576927185,0.12380913645029068,2024,Sub-Saharan Africa
Mozambique,5.216400146484375,0.5597674250602722,0.8830713629722595,0.15556660294532776,0.72811126708984375,0.1961711347103119,0.1576547771692276,2024,Sub-Saharan Africa
Georgia,5.184700012207031,1.4669232368469238,0.9900111556053162,0.5243762731552124,0.6798141598701477,0.17428675293922424,0,2024,Commonwealth of Independent States
Iraq,5.165999889373779,1.2487026453018188,0.9959483742713928,0.4981996417045593,0.4245246350765228,0.04781985655426979,0.14129121601581573,2024,Middle East and North Africa
Nepal,5.158400058746338,0.9653639197349548,0.9901836514472961,0.44261762499809265,0.65291428565979,0.1149136945605278,0.20935767889022827,2024,South Asia
Laos,5.138899803161621,1.2084683179855347,0.8462979197502136,0.4229126572608948,0.7964661121368408,0.16654132306575775,0.16954879462718964,2024,Southeast Asia
Gabon,5.106299877166748,1.4034374952316284,1.0376240015029907,0.3442910611629486,0.5158148407936096,0.09986981004476547,0.04527805745601654,2024,Sub-Saharan Africa
Ivory Coast,5.080100059509277,1.08013117313385,0.5776305198669434,0.2875821590423584,0.5469511151313782,0.16406969726085663,0.12049251794815063,2024,Sub-Saharan Africa
Guinea,5.0233001708984375,0.8305673599243164,0.6216126084327698,0.2355300635099411,0.5212848782539368,0.1074468269944191,0.21010270714759827,2024,Sub-Saharan Africa
Turkiye,4.975299835205078,1.7015780210494995,1.1750115156173706,0.6310677528381348,0.20207588374614716,0.11476534605026245,0.06806235015392303,2024,NA
Senegal,4.968599796295166,0.9273591637611389,0.7506789565086365,0.3921445608139038,0.6067526340484619,0.06868311017751694,0.15201134979724884,2024,Sub-Saharan Africa
Iran,4.922800064086914,1.4351887702941895,1.1361976861953735,0.5707837343215942,0.3655014634132385,0.12344294786453247,0.23503893613815308,2024,Middle East and North Africa
Azerbaijan,4.893400192260742,1.4329136610031128,0.8756862282752991,0.4956248104572296,0.6681506633758545,0.19919909536838531,0.11156637966632843,2024,Commonwealth of Independent States
Nigeria,4.880799770355225,1.0417711734771729,1.0754878520965576,0.2555779218673706,0.5658091306686401,0.018978452309966087,0.2014150172472,2024,Sub-Saharan Africa
State of Palestine,4.879499912261963,NA,NA,NA,NA,NA,NA,2024,NA
Cameroon,4.8744001388549805,0.9432443380355835,0.856004536151886,0.28758153319358826,0.5212279558181763,0.06031104177236557,0.1263100653886795,2024,Sub-Saharan Africa
Ukraine,4.873000144958496,1.3498984575271606,1.3152741193771362,0.513292670249939,0.6306490898132324,0.025387566536664963,0.2854280471801758,2024,Commonwealth of Independent States
Namibia,4.831699848175049,1.2663460969924927,1.2120418548583984,0.3068712055683136,0.46973705291748047,0.061482444405555725,0.06869890540838242,2024,Sub-Saharan Africa
Morocco,4.7947001457214355,1.2134435176849365,0.4710526466369629,0.4946403503417969,0.6311025023460388,0.08181802183389664,0.042098041623830795,2024,Middle East and North Africa
Pakistan,4.656700134277344,1.0685423612594604,0.6003774404525757,0.3207152485847473,0.541945219039917,0.07396379113197327,0.1444339007139206,2024,South Asia
Niger,4.556300163269043,0.5728497505187988,0.6773866415023804,0.29313042759895325,0.6145157217979431,0.14679871499538422,0.14497682452201843,2024,Sub-Saharan Africa
Burkina Faso,4.547999858856201,0.755849301815033,0.6850556135177612,0.2737254202365875,0.4829391837120056,0.17866826057434082,0.17319443821907043,2024,Sub-Saharan Africa
Mauritania,4.505099773406982,1.077660083770752,0.7046297788619995,0.40008118748664856,0.34259742498397827,0.1984754204750061,0.13252516090869904,2024,Sub-Saharan Africa
Gambia,4.484899997711182,0.750298023223877,0.6838372349739075,0.32972538471221924,0.4585888683795929,0.047796253114938736,0.3243280053138733,2024,Sub-Saharan Africa
Chad,4.47130012512207,0.6033025979995728,0.8054125308990479,0.1985265612602234,0.41112658381462097,0.11272654682397842,0.21845760941505432,2024,Sub-Saharan Africa
Kenya,4.469600200653076,1.036737322807312,0.8953505754470825,0.35330137610435486,0.5185921788215637,0.06859482079744339,0.2815104126930237,2024,Sub-Saharan Africa
Tunisia,4.421800136566162,1.3064451217651367,0.954691469669342,0.5791094303131104,0.253939151763916,0.01835382729768753,0.023889748379588127,2024,Middle East and North Africa
Benin,4.377399921417236,0.9135749340057373,0.12834492325782776,0.2840454578399658,0.5668084025382996,0.2520597577095032,0.11206892877817154,2024,Sub-Saharan Africa
Uganda,4.371699810028076,0.7719525694847107,1.1507896184921265,0.37335091829299927,0.5874472260475159,0.054190244525671005,0.17783315479755402,2024,Sub-Saharan Africa
